[('Iran', 0.7293535470962524), ('Tehran', 0.6154943704605103), ('Iranian', 0.6114965081214905)] Armenian_dram
[('Libyan_dinar', 0.6754511594772339), ('Albania', 0.4735226035118103), ('Uzbekistan', 0.4645754396915436)] Libyan_dinar
[('Malaysian_ringgit', 0.8469746112823486), ('ringgit', 0.6435391902923584), ('Malaysia', 0.6246659755706787)] Malaysian_ringgit
[('Euro', 0.8049081563949585), ('Croatia', 0.6820732951164246), ('Slovenia', 0.6559855937957764)] Euro
[('Nigerian_naira', 0.6837157011032104), ('Nigeria', 0.6817041635513306), ('Ghana', 0.6166211366653442)] Nigerian_naira
[('Euro', 0.8049081563949585), ('Croatia', 0.6820732951164246), ('Slovenia', 0.6559855937957764)] Euro
[('Qatar', 0.6240514516830444), ('UAE', 0.6060891151428223), ('Oman', 0.5889893174171448)] Qatari_riyal
[('Euro', 0.8049081563949585), ('Croatia', 0.6820732951164246), ('Slovenia', 0.6559855937957764)] Euro
[('Saudi_riyal', 0.780658483505249), ('Saudi_Arabia', 0.6023398637771606), ('Saudi', 0.5582602620124817)] Saudi_riyal
[('Euro', 0.8049081563949585), ('Croatia', 0.6820732951164246), ('Slovenia', 0.6559855937957764)] Euro
[('Somali_shilling', 0.7085784673690796), ('Ethiopia', 0.5691698789596558), ('Somalia', 0.5201607942581177)] Somali_shilling
[('Euro', 0.8049081563949585), ('Croatia', 0.6820732951164246), ('Slovenia', 0.6559855937957764)] Euro
[('Swedish_krona', 0.8400449156761169), ('Sweden', 0.6336275339126587), ('Finland', 0.5865095853805542)] Swedish_krona
[('Swiss_franc', 0.869469404220581), ('Swiss_Franc', 0.6454150676727295), ('franc', 0.6237221956253052)] Swiss_franc
[('Uzbekistan', 0.5601428151130676), ('Tajikistan', 0.54636549949646), ('Kazakhstan', 0.5232470035552979)] Somoni
[('Tanzania', 0.6044106483459473), ('Zambia', 0.5909741520881653), ('Kenya', 0.5765020251274109)] Tanzanian_shilling
[('CFA_franc', 0.824211597442627), ('Senegal', 0.5746933221817017), ('Gabon', 0.5544981360435486)] CFA_franc
[('Turkish_lira', 0.8431413769721985), ('lira', 0.6558742523193359), ('Turkey', 0.6529427170753479)] Turkish_lira
[('Ukraine', 0.663953423500061), ('Serbia', 0.6391279697418213), ('Latvia', 0.6292669773101807)] Ukrainian_hryvnia
[('Serbia', 0.5078449249267578), ('Albania', 0.49421262741088867), ('Ukraine', 0.45646756887435913)] Yemeni_rial
[('Zambia', 0.663266658782959), ('Tanzania', 0.6086065769195557), ('Namibia', 0.584108829498291)] Zambian_kwacha
[('Azerbaijan', 0.6731469631195068), ('Armenia', 0.665027379989624), ('Ukraine', 0.5971595644950867)] Armenian_dram
[('Euro', 0.7823811769485474), ('Bulgaria', 0.6371709108352661), ('Croatia', 0.6313781142234802)] Euro
[('Azerbaijan', 0.6602730751037598), ('Belarus', 0.5903264284133911), ('Bulgaria', 0.580852746963501)] Bulgarian_lev
[('Chilean_peso', 0.8651843070983887), ('Chile_peso', 0.5948640704154968), ('Colombian_peso', 0.5941522121429443)] Chilean_peso
[('Renminbi', 0.8854971528053284), ('renminbi', 0.598464846611023), ('Renminbi_RMB', 0.5848941206932068)] Renminbi
[('Colombian_peso', 0.8450635671615601), ('Chile_peso', 0.5845471620559692), ('peso', 0.5787678360939026)] Colombian_peso
[('Czech_koruna', 0.8119412064552307), ('Armenia', 0.569706916809082), ('Czech', 0.5495023727416992)] Czech_koruna
[('Ethiopia', 0.5244463682174683), ('Azerbaijan', 0.5064924955368042), ('Tajikistan', 0.4989515244960785)] Ethiopian_birr
[('Euro', 0.7823811769485474), ('Bulgaria', 0.6371709108352661), ('Croatia', 0.6313781142234802)] Euro
[('Euro', 0.7823811769485474), ('Bulgaria', 0.6371709108352661), ('Croatia', 0.6313781142234802)] Euro
[('Hungarian_forint', 0.8499624729156494), ('Romanian_leu', 0.5723830461502075), ('forint', 0.5716503858566284)] Hungarian_forint
[('Azerbaijan', 0.4923778772354126), ('Turkmenistan', 0.4821082055568695), ('Laos', 0.4720250368118286)] Lao_kip
[('Euro', 0.7823811769485474), ('Bulgaria', 0.6371709108352661), ('Croatia', 0.6313781142234802)] Euro
[('Libyan_dinar', 0.6704821586608887), ('Azerbaijan', 0.5036189556121826), ('Yemen', 0.48472481966018677)] Libyan_dinar
[('Malaysian_ringgit', 0.823442280292511), ('ringgit', 0.6436001658439636), ('Malaysia', 0.6336865425109863)] Malaysian_ringgit
[('Euro', 0.7823811769485474), ('Bulgaria', 0.6371709108352661), ('Croatia', 0.6313781142234802)] Euro
[('Nigerian_naira', 0.653841495513916), ('Nigeria', 0.6463081240653992), ('Azerbaijan', 0.5746549963951111)] Nigerian_naira
[('Euro', 0.7823811769485474), ('Bulgaria', 0.6371709108352661), ('Croatia', 0.6313781142234802)] Euro
[('Saudi_Arabia', 0.6277775764465332), ('Oman', 0.6219053864479065), ('Qatar', 0.6209678649902344)] Qatari_riyal
[('Euro', 0.7823811769485474), ('Bulgaria', 0.6371709108352661), ('Croatia', 0.6313781142234802)] Euro
[('Saudi_riyal', 0.7631416916847229), ('Saudi_Arabia', 0.6447017788887024), ('Saudi', 0.59890216588974)] Saudi_riyal
[('Euro', 0.7823811769485474), ('Bulgaria', 0.6371709108352661), ('Croatia', 0.6313781142234802)] Euro
[('Somali_shilling', 0.6890599727630615), ('Ethiopia', 0.5495615601539612), ('Somalia', 0.5063785910606384)] Somali_shilling
[('Euro', 0.7823811769485474), ('Bulgaria', 0.6371709108352661), ('Croatia', 0.6313781142234802)] Euro
[('Swedish_krona', 0.8137900233268738), ('Sweden', 0.6271116733551025), ('Finland', 0.5975520610809326)] Swedish_krona
[('Swiss_franc', 0.8494566679000854), ('Swiss_Franc', 0.6277507543563843), ('franc', 0.608977198600769)] Swiss_franc
[('Tajikistan', 0.5877344608306885), ('Azerbaijan', 0.5644391775131226), ('Turkmenistan', 0.5549319982528687)] Somoni
[('Tanzania', 0.565198540687561), ('Azerbaijan', 0.5614911317825317), ('Uganda', 0.5340793132781982)] Tanzanian_shilling
[('CFA_franc', 0.8085653781890869), ('Senegal', 0.5393351316452026), ('Gabon', 0.5222697257995605)] CFA_franc
[('Turkish_lira', 0.8233532309532166), ('Turkey', 0.6894490122795105), ('lira', 0.6419925689697266)] Turkish_lira
[('Azerbaijan', 0.6839384436607361), ('Ukraine', 0.657638669013977), ('Belarus', 0.6196616888046265)] Ukrainian_hryvnia
[('Azerbaijan', 0.5140300989151001), ('Russia', 0.46748530864715576), ('Turkmenistan', 0.46221959590911865)] Yemeni_rial
[('Zambia', 0.5903035402297974), ('Tanzania', 0.5649043321609497), ('Zambian_kwacha', 0.5535306930541992)] Zambian_kwacha
[('Armenia', 0.5932419896125793), ('Moldova', 0.5618753433227539), ('Ukraine', 0.5437926054000854)] Armenian_dram
[('Euro', 0.8392310738563538), ('Croatia', 0.6138144135475159), ('Slovenia', 0.6110295057296753)] Euro
[('Romania', 0.5747911930084229), ('Croatia', 0.5734739899635315), ('Albania', 0.5687075853347778)] Bulgarian_lev
[('Chilean_peso', 0.8999070525169373), ('Chile_peso', 0.6395437717437744), ('Colombian_peso', 0.6337437629699707)] Chilean_peso
[('Renminbi', 0.9135435819625854), ('renminbi', 0.6288615465164185), ('Renminbi_RMB', 0.6062427759170532)] Renminbi
[('Colombian_peso', 0.884429931640625), ('Chile_peso', 0.6307573914527893), ('peso', 0.6025802493095398)] Colombian_peso
[('Czech_koruna', 0.857934832572937), ('Polish_zloty', 0.5689362287521362), ('EUR_CZK', 0.5683853626251221)] Czech_koruna
[('Ethiopia', 0.5777351260185242), ('Kenya', 0.552639901638031), ('Uganda', 0.5315263867378235)] Ethiopian_birr
[('Euro', 0.8392310738563538), ('Croatia', 0.6138144135475159), ('Slovenia', 0.6110295057296753)] Euro
[('Euro', 0.8392310738563538), ('Croatia', 0.6138144135475159), ('Slovenia', 0.6110295057296753)] Euro
[('Hungarian_forint', 0.888755202293396), ('Polish_zloty', 0.58835369348526), ('Czech_koruna', 0.5798157453536987)] Hungarian_forint
[('Lao_kip', 0.5151994824409485), ('Laos', 0.5099086165428162), ('Malaysia', 0.4879665970802307)] Lao_kip
[('Euro', 0.8392310738563538), ('Croatia', 0.6138144135475159), ('Slovenia', 0.6110295057296753)] Euro
[('Libyan_dinar', 0.7128695249557495), ('Bangladesh', 0.5007956624031067), ('Yemen', 0.49234116077423096)] Libyan_dinar
[('Malaysian_ringgit', 0.8689954280853271), ('ringgit', 0.6524503827095032), ('Malaysia', 0.632278323173523)] Malaysian_ringgit
[('Euro', 0.8392310738563538), ('Croatia', 0.6138144135475159), ('Slovenia', 0.6110295057296753)] Euro
[('Nigerian_naira', 0.7217533588409424), ('Nigeria', 0.6922606825828552), ('Zambia', 0.6184681057929993)] Nigerian_naira
[('Euro', 0.8392310738563538), ('Croatia', 0.6138144135475159), ('Slovenia', 0.6110295057296753)] Euro
[('Qatar', 0.6582854986190796), ('Oman', 0.6492450833320618), ('UAE', 0.6399918794631958)] Qatari_riyal
[('Euro', 0.8392310738563538), ('Croatia', 0.6138144135475159), ('Slovenia', 0.6110295057296753)] Euro
[('Saudi_riyal', 0.81120765209198), ('Saudi_Arabia', 0.6144232749938965), ('riyal', 0.6000137329101562)] Saudi_riyal
[('Euro', 0.8392310738563538), ('Croatia', 0.6138144135475159), ('Slovenia', 0.6110295057296753)] Euro
[('Somali_shilling', 0.7425884008407593), ('Ethiopia', 0.5781386494636536), ('Somalia', 0.5494420528411865)] Somali_shilling
[('Euro', 0.8392310738563538), ('Croatia', 0.6138144135475159), ('Slovenia', 0.6110295057296753)] Euro
[('Swedish_krona', 0.8608838319778442), ('Sweden', 0.6224217414855957), ('krone', 0.5635067224502563)] Swedish_krona
[('Swiss_franc', 0.8878892660140991), ('Swiss_Franc', 0.6675711870193481), ('franc', 0.6468508839607239)] Swiss_franc
[('Tajikistan', 0.5602028369903564), ('Uzbekistan', 0.5583703517913818), ('Somoni', 0.502692699432373)] Somoni
[('Kenya', 0.6623663306236267), ('Tanzania', 0.6561142206192017), ('Zambia', 0.6548078060150146)] Tanzanian_shilling
[('CFA_franc', 0.8476142287254333), ('Senegal', 0.5898579359054565), ('Gabon', 0.5784575939178467)] CFA_franc
[('Turkish_lira', 0.8638967275619507), ('lira', 0.6745655536651611), ('Turkey', 0.6354518532752991)] Turkish_lira
[('Latvia', 0.6130760908126831), ('Ukraine', 0.610876202583313), ('Moldova', 0.592947244644165)] Ukrainian_hryvnia
[('Bangladesh', 0.5056461095809937), ('Senegal', 0.49388670921325684), ('Algeria', 0.4900170862674713)] Yemeni_rial
[('Zambia', 0.7010183334350586), ('Tanzania', 0.63502037525177), ('Zambian_kwacha', 0.6294808983802795)] Zambian_kwacha
[('Armenia', 0.5813806056976318), ('Azerbaijan', 0.5580438375473022), ('Cyprus', 0.5491002798080444)] Armenian_dram
[('Euro', 0.7674564123153687), ('Croatia', 0.6396640539169312), ('Bulgaria', 0.6058399677276611)] Euro
[('Cyprus', 0.5908751487731934), ('Croatia', 0.5466562509536743), ('Albania', 0.5433217883110046)] Bulgarian_lev
[('Chilean_peso', 0.8507369756698608), ('Chile', 0.5772955417633057), ('Colombian_peso', 0.5604850053787231)] Chilean_peso
[('Renminbi', 0.8731102347373962), ('renminbi', 0.5837581157684326), ('Renminbi_RMB', 0.5807756781578064)] Renminbi
[('Colombian_peso', 0.8267831802368164), ('Colombia', 0.5659781694412231), ('peso', 0.5515690445899963)] Colombian_peso
[('Czech_koruna', 0.7855252027511597), ('Poland', 0.5791094303131104), ('Romania', 0.5726900696754456)] Czech_koruna
[('Ethiopia', 0.48602527379989624), ('Eritrea', 0.4343026280403137), ('Tanzania', 0.4332505762577057)] Ethiopian_birr
[('Euro', 0.7674564123153687), ('Croatia', 0.6396640539169312), ('Bulgaria', 0.6058399677276611)] Euro
[('Euro', 0.7674564123153687), ('Croatia', 0.6396640539169312), ('Bulgaria', 0.6058399677276611)] Euro
[('Hungarian_forint', 0.8329598903656006), ('Hungary', 0.5812816023826599), ('Latvia', 0.5703777074813843)] Hungarian_forint
[('Albania', 0.4242153763771057), ('Laos', 0.41991880536079407), ('Lao_kip', 0.4191364645957947)] Lao_kip
[('Euro', 0.7674564123153687), ('Croatia', 0.6396640539169312), ('Bulgaria', 0.6058399677276611)] Euro
[('Libyan_dinar', 0.6236719489097595), ('Yemen', 0.4554351568222046), ('tents_blankets_tarpaulins', 0.435141384601593)] Libyan_dinar
[('Malaysian_ringgit', 0.8022462725639343), ('Malaysia', 0.6545449495315552), ('ringgit', 0.6249818205833435)] Malaysian_ringgit
[('Euro', 0.7674564123153687), ('Croatia', 0.6396640539169312), ('Bulgaria', 0.6058399677276611)] Euro
[('Nigeria', 0.6516882181167603), ('Nigerian_naira', 0.6088467240333557), ('Ghana', 0.5702158212661743)] Nigerian_naira
[('Euro', 0.7674564123153687), ('Croatia', 0.6396640539169312), ('Bulgaria', 0.6058399677276611)] Euro
[('UAE', 0.600324273109436), ('Qatar', 0.5869380235671997), ('Oman', 0.5692753791809082)] Qatari_riyal
[('Euro', 0.7674564123153687), ('Croatia', 0.6396640539169312), ('Bulgaria', 0.6058399677276611)] Euro
[('Saudi_riyal', 0.7279189229011536), ('Saudi_Arabia', 0.5970184206962585), ('Saudi', 0.5606184005737305)] Saudi_riyal
[('Euro', 0.7674564123153687), ('Croatia', 0.6396640539169312), ('Bulgaria', 0.6058399677276611)] Euro
[('Somali_shilling', 0.6553601026535034), ('Ethiopia', 0.5267515778541565), ('Somalia', 0.48805731534957886)] Somali_shilling
[('Euro', 0.7674564123153687), ('Croatia', 0.6396640539169312), ('Bulgaria', 0.6058399677276611)] Euro
[('Swedish_krona', 0.7918957471847534), ('Sweden', 0.6594570875167847), ('Finland', 0.6075618267059326)] Swedish_krona
[('Swiss_franc', 0.8318616151809692), ('Swiss_Franc', 0.5968939065933228), ('franc', 0.5846916437149048)] Swiss_franc
[('Tajikistan', 0.4893794059753418), ('Uzbekistan', 0.48840588331222534), ('Azerbaijan', 0.4662703573703766)] Somoni
[('Tanzania', 0.5531486868858337), ('Kenya', 0.5354542136192322), ('Uganda', 0.5208784341812134)] Tanzanian_shilling
[('CFA_franc', 0.7864547967910767), ('Senegal', 0.5236021280288696), ('CEMAC', 0.5076348185539246)] CFA_franc
[('Turkish_lira', 0.8011754751205444), ('Turkey', 0.6719691753387451), ('lira', 0.6320095062255859)] Turkish_lira
[('Ukraine', 0.5989927053451538), ('Azerbaijan', 0.5679721832275391), ('Moldova', 0.5662216544151306)] Ukrainian_hryvnia
[('Albania', 0.4264669120311737), ('Morocco', 0.4090893864631653), ('Cyprus', 0.4051249027252197)] Yemeni_rial
[('Zambia', 0.5943961143493652), ('Tanzania', 0.5690128803253174), ('Kenya', 0.5306025147438049)] Zambian_kwacha
[('Armenia', 0.6297560334205627), ('Azerbaijan', 0.603941023349762), ('Cyprus', 0.5776495337486267)] Armenian_dram
[('Euro', 0.8381152153015137), ('Croatia', 0.6819741725921631), ('Slovenia', 0.6511048674583435)] Euro
[('Cyprus', 0.6285447478294373), ('Montenegro', 0.6232764720916748), ('Albania', 0.6019389629364014)] Bulgarian_lev
[('Chilean_peso', 0.9111282229423523), ('Colombian_peso', 0.6503984928131104), ('Chile_peso', 0.6412732601165771)] Chilean_peso
[('Renminbi', 0.9233294725418091), ('renminbi', 0.6250481009483337), ('Renminbi_RMB', 0.6170010566711426)] Renminbi
[('Colombian_peso', 0.8979519605636597), ('Chile_peso', 0.6364446878433228), ('Chilean_peso', 0.6256070733070374)] Colombian_peso
[('Czech_koruna', 0.8749521970748901), ('Polish_zloty', 0.6071131229400635), ('Romanian_leu', 0.562751293182373)] Czech_koruna
[('Ethiopia', 0.5500496625900269), ('Eritrea', 0.5090007781982422), ('Tanzania', 0.49410101771354675)] Ethiopian_birr
[('Euro', 0.8381152153015137), ('Croatia', 0.6819741725921631), ('Slovenia', 0.6511048674583435)] Euro
[('Euro', 0.8381152153015137), ('Croatia', 0.6819741725921631), ('Slovenia', 0.6511048674583435)] Euro
[('Hungarian_forint', 0.901436448097229), ('Polish_zloty', 0.628665566444397), ('Czech_koruna', 0.6058439016342163)] Hungarian_forint
[('Lao_kip', 0.5852457284927368), ('Laos', 0.47609013319015503), ('Philippines', 0.4494207501411438)] Lao_kip
[('Euro', 0.8381152153015137), ('Croatia', 0.6819741725921631), ('Slovenia', 0.6511048674583435)] Euro
[('Libyan_dinar', 0.7399648427963257), ('Kuwait', 0.49765104055404663), ('Yemen', 0.49293798208236694)] Libyan_dinar
[('Malaysian_ringgit', 0.8847026824951172), ('ringgit', 0.6569283604621887), ('Indonesian_rupiah', 0.5990424156188965)] Malaysian_ringgit
[('Euro', 0.8381152153015137), ('Croatia', 0.6819741725921631), ('Slovenia', 0.6511048674583435)] Euro
[('Nigerian_naira', 0.7510401606559753), ('Nigeria', 0.6618715524673462), ('Benin', 0.5883208513259888)] Nigerian_naira
[('Euro', 0.8381152153015137), ('Croatia', 0.6819741725921631), ('Slovenia', 0.6511048674583435)] Euro
[('Qatar', 0.6724562048912048), ('Qatari_riyal', 0.6664274334907532), ('Oman', 0.6575300693511963)] Qatari_riyal
[('Euro', 0.8381152153015137), ('Croatia', 0.6819741725921631), ('Slovenia', 0.6511048674583435)] Euro
[('Saudi_riyal', 0.833041787147522), ('Saudi_Arabia', 0.6082361936569214), ('riyal', 0.6054739356040955)] Saudi_riyal
[('Euro', 0.8381152153015137), ('Croatia', 0.6819741725921631), ('Slovenia', 0.6511048674583435)] Euro
[('Somali_shilling', 0.7668417096138), ('Somalia', 0.5431034564971924), ('Ethiopia', 0.5431033372879028)] Somali_shilling
[('Euro', 0.8381152153015137), ('Croatia', 0.6819741725921631), ('Slovenia', 0.6511048674583435)] Euro
[('Swedish_krona', 0.8764849901199341), ('Sweden', 0.5730969905853271), ('krone', 0.5719417333602905)] Swedish_krona
[('Swiss_franc', 0.9008122682571411), ('Swiss_Franc', 0.6770278811454773), ('franc', 0.6429281234741211)] Swiss_franc
[('Somoni', 0.5611532330513), ('Uzbekistan', 0.558204710483551), ('Tajikistan', 0.5546987652778625)] Somoni
[('Tanzania', 0.6190070509910583), ('Zambia', 0.5783834457397461), ('Kenya', 0.5642235279083252)] Tanzanian_shilling
[('CFA_franc', 0.860099196434021), ('Senegal', 0.5738670825958252), ('Gabon', 0.5634458065032959)] CFA_franc
[('Turkish_lira', 0.8806660175323486), ('lira', 0.6795173287391663), ('Turkey', 0.6316897869110107)] Turkish_lira
[('Ukraine', 0.6205300092697144), ('Serbia', 0.6187336444854736), ('Azerbaijan', 0.6106255054473877)] Ukrainian_hryvnia
[('Albania', 0.4824351668357849), ('Yemen', 0.4802846312522888), ('Serbia', 0.4748048186302185)] Yemeni_rial
[('Zambian_kwacha', 0.6495741605758667), ('Zambia', 0.6478841304779053), ('Tanzania', 0.610593318939209)] Zambian_kwacha
[('Armenia', 0.596694827079773), ('Azerbaijan', 0.55135577917099), ('Ukraine', 0.5095921754837036)] Armenian_dram
[('Euro', 0.7927660942077637), ('Croatia', 0.6768593788146973), ('Estonia', 0.6719025373458862)] Euro
[('Azerbaijan', 0.5386008024215698), ('Cyprus', 0.5290398001670837), ('Latvia', 0.5071234107017517)] Bulgarian_lev
[('Chilean_peso', 0.8950393795967102), ('Colombian_peso', 0.6325600147247314), ('Chile_peso', 0.6263620853424072)] Chilean_peso
[('Renminbi', 0.9099228382110596), ('renminbi', 0.6241768598556519), ('Renminbi_RMB', 0.6205156445503235)] Renminbi
[('Colombian_peso', 0.8796001672744751), ('Chile_peso', 0.6196097135543823), ('Chilean_peso', 0.6053214073181152)] Colombian_peso
[('Czech_koruna', 0.8534520864486694), ('Polish_zloty', 0.5674238801002502), ('EUR_CZK', 0.5487091541290283)] Czech_koruna
[('Ethiopia', 0.5445784330368042), ('Eritrea', 0.5079940557479858), ('Yemen', 0.47444984316825867)] Ethiopian_birr
[('Euro', 0.7927660942077637), ('Croatia', 0.6768593788146973), ('Estonia', 0.6719025373458862)] Euro
[('Euro', 0.7927660942077637), ('Croatia', 0.6768593788146973), ('Estonia', 0.6719025373458862)] Euro
[('Hungarian_forint', 0.8837376832962036), ('Polish_zloty', 0.5990018844604492), ('Romanian_leu', 0.593696653842926)] Hungarian_forint
[('Lao_kip', 0.5579360723495483), ('Laos', 0.4645608067512512), ('Cambodia', 0.45931702852249146)] Lao_kip
[('Euro', 0.7927660942077637), ('Croatia', 0.6768593788146973), ('Estonia', 0.6719025373458862)] Euro
[('Libyan_dinar', 0.7170297503471375), ('Yemen', 0.49680593609809875), ('sprawling_Abu_Shouk', 0.47592735290527344)] Libyan_dinar
[('Malaysian_ringgit', 0.8638953566551208), ('ringgit', 0.6387572288513184), ('Malaysia', 0.5950813889503479)] Malaysian_ringgit
[('Euro', 0.7927660942077637), ('Croatia', 0.6768593788146973), ('Estonia', 0.6719025373458862)] Euro
[('Nigerian_naira', 0.7172979712486267), ('Nigeria', 0.6279911994934082), ('Uganda', 0.5569338798522949)] Nigerian_naira
[('Euro', 0.7927660942077637), ('Croatia', 0.6768593788146973), ('Estonia', 0.6719025373458862)] Euro
